* Measurement data measured by REW V5.31
* Source: Frequency response averaged data
* Format: Averaged data produced from the rms magnitudes of L, L
* Dated: 16-Apr-2024 00:53:02
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of L, L
* Measurement: Hola L3
* Smoothing: 1/48 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
8863.094727	107.159
8927.320312	106.611
8992.010742	106.076
9057.170898	105.555
9122.802734	105.050
9188.910156	104.558
9255.497070	104.079
9322.566406	103.607
9390.121094	103.145
9458.166016	102.698
9526.704102	102.264
9595.738281	101.842
9665.273438	101.433
9735.311523	101.040
9805.857422	100.662
9876.915039	100.299
9948.487305	99.958
10020.578125	99.647
10093.191406	99.372
10166.331055	99.138
10240.000000	98.962
10314.203125	98.869
10388.944336	98.885
10464.226562	99.024
10540.054688	99.293
10616.432617	99.696
10693.363281	100.209
10770.852539	100.787
10848.902344	101.377
10927.517578	101.925
11006.703125	102.396
11086.461914	102.769
11166.798828	103.039
11247.718750	103.221
11329.223633	103.342
11411.320312	103.423
11494.011719	103.487
11577.301758	103.550
11661.195312	103.626
11745.697266	103.729
11830.811523	103.863
11916.542969	104.033
12002.894531	104.242
12089.873047	104.497
12177.480469	104.804
12265.723633	105.168
12354.606445	105.598
12444.132812	106.096
12534.308594	106.671
12625.136719	107.334
12716.624023	108.094
12808.773438	108.961
12901.591797	109.938
12995.082031	111.019
13089.250000	112.165
13184.099609	113.278
13279.636719	114.203
13375.867188	114.770
13472.793945	114.865
13570.422852	114.474
13668.759766	113.677
13767.809570	112.608
13867.577148	111.424
13968.067383	110.269
14069.285156	109.265
14171.237305	108.446
14273.927734	107.772
14377.362305	107.209
14481.546875	106.726
14586.486328	106.294
14692.185547	105.917
14798.651367	105.609
14905.888672	105.368
15013.902344	105.181
15122.700195	105.036
15232.285156	104.940
15342.664062	104.893
15453.843750	104.873
15565.829102	104.850
15678.625000	104.816
15792.239258	104.775
15906.675781	104.703
16021.942383	104.539
16138.043945	104.229
16254.986328	103.785
16372.777344	103.241
16491.421875	102.675
16610.923828	102.183
16731.294922	101.733
16852.535156	101.250
16974.656250	100.698
17097.662109	100.069
17221.558594	99.372
17346.353516	98.618
17472.052734	97.817
17598.662109	96.978
17726.189453	96.124
17854.640625	95.274
17984.021484	94.443
18114.341797	93.639
18245.605469	92.867
18377.820312	92.128
18510.994141	91.444
18645.132812	90.825
18780.242188	90.253
18916.332031	89.734
19053.408203	89.276
19191.476562	88.863
19330.546875	88.488
19470.623047	88.082
19611.714844	87.375
19753.830078	86.017
19896.974609	84.115
